episode,global_step,sub_run_index,returns,episode_length
0,1,eval_idx00,-668.0,200
0,1,eval_idx01,-803.0,200
0,1,eval_idx02,-731.0,200
0,1,eval_idx03,-821.0,200
0,1,eval_idx04,-812.0,200
0,1,eval_idx05,-929.0,200
0,1,eval_idx06,-731.0,200
0,1,eval_idx07,-794.0,200
0,1,eval_idx08,-758.0,200
0,1,eval_idx09,-794.0,200
0,1,eval_idx10,-875.0,200
0,1,eval_idx11,-848.0,200
0,1,eval_idx12,-135.0,48
0,1,eval_idx13,-866.0,200
0,1,eval_idx14,-519.0,162
0,1,eval_idx15,-713.0,200
0,1,eval_idx16,-812.0,200
0,1,eval_idx17,-749.0,200
0,1,eval_idx18,-812.0,200
0,1,eval_idx19,-668.0,200
0,1,eval_idx20,-929.0,200
0,1,eval_idx21,-740.0,200
0,1,eval_idx22,-650.0,200
0,1,eval_idx23,-767.0,200
0,1,eval_idx24,-749.0,200
0,1,eval_idx25,-803.0,200
0,1,eval_idx26,-722.0,200
0,1,eval_idx27,-749.0,200
0,1,eval_idx28,-929.0,200
0,1,eval_idx29,-776.0,200
5000,103115,eval_idx00,10.0,11
5000,103115,eval_idx01,-3.0,15
5000,103115,eval_idx02,2.0,19
5000,103115,eval_idx03,8.0,13
5000,103115,eval_idx04,10.0,11
5000,103115,eval_idx05,-15.0,18
5000,103115,eval_idx06,1.0,11
5000,103115,eval_idx07,3.0,18
5000,103115,eval_idx08,11.0,10
5000,103115,eval_idx09,10.0,11
5000,103115,eval_idx10,4.0,17
5000,103115,eval_idx11,1.0,20
5000,103115,eval_idx12,2.0,19
5000,103115,eval_idx13,-3.0,15
5000,103115,eval_idx14,4.0,17
5000,103115,eval_idx15,-2.0,14
5000,103115,eval_idx16,-2.0,14
5000,103115,eval_idx17,11.0,10
5000,103115,eval_idx18,5.0,16
5000,103115,eval_idx19,3.0,18
5000,103115,eval_idx20,8.0,13
5000,103115,eval_idx21,-3.0,15
5000,103115,eval_idx22,8.0,13
5000,103115,eval_idx23,0.0,12
5000,103115,eval_idx24,1.0,11
5000,103115,eval_idx25,-2.0,14
5000,103115,eval_idx26,-4.0,16
5000,103115,eval_idx27,5.0,16
5000,103115,eval_idx28,11.0,10
5000,103115,eval_idx29,-4.0,16
10000,177604,eval_idx00,9.0,12
10000,177604,eval_idx01,-4.0,16
10000,177604,eval_idx02,8.0,13
10000,177604,eval_idx03,-4.0,16
10000,177604,eval_idx04,5.0,16
10000,177604,eval_idx05,7.0,14
10000,177604,eval_idx06,11.0,10
10000,177604,eval_idx07,6.0,15
10000,177604,eval_idx08,9.0,12
10000,177604,eval_idx09,14.0,7
10000,177604,eval_idx10,11.0,10
10000,177604,eval_idx11,-3.0,15
10000,177604,eval_idx12,5.0,16
10000,177604,eval_idx13,12.0,9
10000,177604,eval_idx14,5.0,16
10000,177604,eval_idx15,4.0,17
10000,177604,eval_idx16,4.0,17
10000,177604,eval_idx17,8.0,13
10000,177604,eval_idx18,10.0,11
10000,177604,eval_idx19,4.0,17
10000,177604,eval_idx20,-3.0,15
10000,177604,eval_idx21,-4.0,16
10000,177604,eval_idx22,-2.0,14
10000,177604,eval_idx23,3.0,18
10000,177604,eval_idx24,6.0,15
10000,177604,eval_idx25,-5.0,17
10000,177604,eval_idx26,13.0,8
10000,177604,eval_idx27,-4.0,16
10000,177604,eval_idx28,10.0,11
10000,177604,eval_idx29,9.0,12
11516,200000,eval_idx00,-1.0,13
11516,200000,eval_idx01,13.0,8
11516,200000,eval_idx02,8.0,13
11516,200000,eval_idx03,-5.0,17
11516,200000,eval_idx04,7.0,14
11516,200000,eval_idx05,6.0,15
11516,200000,eval_idx06,12.0,9
11516,200000,eval_idx07,9.0,12
11516,200000,eval_idx08,6.0,15
11516,200000,eval_idx09,11.0,10
11516,200000,eval_idx10,10.0,11
11516,200000,eval_idx11,-6.0,18
11516,200000,eval_idx12,10.0,11
11516,200000,eval_idx13,9.0,12
11516,200000,eval_idx14,6.0,15
11516,200000,eval_idx15,2.0,19
11516,200000,eval_idx16,6.0,15
11516,200000,eval_idx17,-17.0,20
11516,200000,eval_idx18,-8.0,20
11516,200000,eval_idx19,1.0,11
11516,200000,eval_idx20,-3.0,24
11516,200000,eval_idx21,-6.0,18
11516,200000,eval_idx22,-8.0,20
11516,200000,eval_idx23,5.0,16
11516,200000,eval_idx24,-1.0,22
11516,200000,eval_idx25,-1.0,22
11516,200000,eval_idx26,-10.0,22
11516,200000,eval_idx27,-14.0,17
11516,200000,eval_idx28,11.0,10
11516,200000,eval_idx29,-4.0,16
